央视频道,#genre#
广东卫视4K超高清,http://140.210.9.53:8800/SuanFaZhibo/live6/zgst.php?id=gd4k
四川卫视4K超高清,http://140.210.9.53:8800/SuanFaZhibo/live6/zgst.php?id=sc4k
深圳卫视4K超高清,http://140.210.9.53:8800/SuanFaZhibo/live6/zgst.php?id=sz4k
北京卫视4K超高清,http://8.140.57.83:88/zgst.php?t=3&column=350&id=91417
东方卫视4K超高清,http://8.140.57.83:88/zgst.php?t=1&column=350&id=96050
江苏卫视4K超高清,http://8.140.57.83:88/zgst.php?t=1&column=350&id=95925
浙江卫视4K超高清,https://play-qukan.cztv.com/live/1758879019692345.m3u8
山东卫视4K超高清,http://8.140.57.83:88/zgst.php?t=1&column=350&id=95975
湖南卫视4K超高清,http://8.140.57.83:88/zgst.php?t=1&column=350&id=96038
广东卫视4K超高清,http://8.140.57.83:88/zgst.php?t=3&column=350&id=93733
四川卫视4K超高清,http://8.140.57.83:88/zgst.php?t=3&column=350&id=95965
深圳卫视4K超高清,http://8.140.57.83:88/zgst.php?t=2&m3u8=https://livepull-tcms.sztv.com.cn/live/sz4KB.m3u8
北京卫视4K超高清,http://s.morefun.cn/cs567/zgst/zgst.php?t=3&column=350&id=91417
广东卫视4K超高清,http://s.morefun.cn/cs567/zgst/zgst.php?t=2&column=350&id=93733
浙江卫视4K超高清,https://play-qukan.cztv.com/live/1758879019692345.m3u8
浙江卫视4k超高清,https://play-qukan.cztv.com/live/1758879019692345.m3u8
深圳卫视4K超高清,https://cdn3.163189.xyz/163189/szws4k
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
广州南国都市4K,https://tencentplaybusiness.gztv.com/live/nanguodushi.m3u8

电影频道,#genre#

华数影院1频道,http://123.115.206.166:7151/hls/44/index.m3u8
华数影院2频道,http://123.115.206.166:7151/hls/45/index.m3u8
华数影院3频道,http://123.115.206.166:7151/hls/46/index.m3u8
华数影院4频道,http://123.115.206.166:7151/hls/47/index.m3u8
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
CHC影迷电影,http://114.66.3.23:1991/migu720p.php?id=952383261
CHC动作电影,http://114.66.3.23:1991/miguVIP.php?id=644368714
CHC家庭影院,http://114.66.3.23:1991/miguVIP.php?id=644368373
经典香港电影,http://114.66.3.23:1991/migu720p.php?id=625703337
抗战经典影片,http://114.66.3.23:1991/migu720p.php?id=617432318
新片放映厅,http://114.66.3.23:1991/migu720p.php?id=619495952
CHC影迷电影,http://211.154.19.122:1323/migu720p.php?id=952383261
和美乡途轮播台,http://114.66.3.23:1991/migu720p.php?id=713591450
血色山河·抗日战争影像志,http://114.66.3.23:1991/migu720p.php?id=713600957
武术世界,http://114.66.3.23:1991/migu720p.php?id=958475359
邵氏影院,http://111.170.156.74:3344/轮播/douyu/dy.php?id=4246519
华语影视,http://111.170.156.74:3344/轮播/douyu/dy.php?id=3928
神乐影视,http://111.170.156.74:3344/轮播/douyu/dy.php?id=85894
冰冰影厅,http://111.170.156.74:3344/轮播/douyu/dy.php?id=74374
刀刀影院,http://111.170.156.74:3344/轮播/douyu/dy.php?id=747764
可乐影视,http://111.170.156.74:3344/轮播/douyu/dy.php?id=20415
经典剧集,http://111.170.156.74:3344/轮播/douyu/dy.php?id=6863367
电影_星爷,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342412
电影_英叔,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342421
电影_发哥,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342387
电影_成龙,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342386
电影_王晶,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602058
电影_沈腾,http://111.170.156.74:3344/轮播/huya/hy.php?id=11601968
电影_黄渤,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352876
电影_强森,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059581
电影_漫威,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602034
电影_宇宙,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342428
电影_怪兽,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059577
电影_武侠,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342427
电影_警匪,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352886
电影_罪犯,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352962
电影_枪战,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059579
电影_赛车,http://111.170.156.74:3344/轮播/huya/hy.php?id=11279247
电影_推荐,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602041
电影_热血,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352934
电影_盗墓,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059552
电影_贺岁,http://111.170.156.74:3344/轮播/huya/hy.php?id=11601971
电影_玄幻,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342414
电影_谍战,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059585
电影_喜剧,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352877
电影_港片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602043
电影_国产,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352973
电影_周星星,http://111.170.156.74:3344/轮播/huya/hy.php?id=11336587
电影_李连杰,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342390
电影_洪金宝,http://111.170.156.74:3344/轮播/huya/hy.php?id=11279251
电影_梁家辉,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342429
电影_许冠英,http://111.170.156.74:3344/轮播/huya/hy.php?id=11601972
电影_刘德华,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342424
电影_斯坦森,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059588
电影_八点档,http://111.170.156.74:3344/轮播/huya/hy.php?id=880261
电影_贺岁片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11601986
电影_功夫片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352941
电影_黑帮片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11336719
电影_丧尸片,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059578
电影_灾难片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602075
电影_谍战片,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059587
电影_战争片,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059574
电影_犯罪片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352974
电影_古装片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11336590
电影_高分动作,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352884
电影_动作电影,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602077
电影_搞笑喜剧,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342423
电影_喜剧专场,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602044
电影_欢笑影院,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352894
电影_不挤影院,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352897
电影_国产悬疑,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342395
电影_快意江湖,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342435
电影_黑帮斗争,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342419
电影_古墓系列,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352913
电影_嫣然影厅,http://111.170.156.74:3344/轮播/huya/hy.php?id=11601977
电影_女神系列,http://111.170.156.74:3344/轮播/huya/hy.php?id=11336571
电影_经典女神,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352909
电影_许氏三杰,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602033
电影_经典港片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352965
电影_镖行天下,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352969
电影_喜乐影院,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059580
电影_蘑菇影厅,http://111.170.156.74:3344/轮播/huya/hy.php?id=11601981
电影_搞笑恐怖,http://111.170.156.74:3344/轮播/huya/hy.php?id=11601960
电影_死神来了,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352903
电影_怪兽系列,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059554
剧集_老三国,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602081
剧集_新三国,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352944
剧集_纪晓岚,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342396
剧集_庆余年,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352960
剧集_雍正王朝,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342439
剧集_士兵突击,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342430
剧集_爱情公寓,http://111.170.156.74:3344/轮播/huya/hy.php?id=11336726
剧集_家有儿女,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352872
剧集_武林外传,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059598
剧集_地下交通站,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342433
剧集_邻里一家亲,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342426
搞笑_陈翔六点半,http://111.170.156.74:3344/轮播/huya/hy.php?id=11274154
虎牙_邵氏,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342435
虎牙_硬汉,http://111.170.156.74:3344/轮播/huya/hy.php?id=29465873
虎牙_漫威,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602034
虎牙_宇宙,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342428
虎牙_怪兽,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059577
虎牙_武侠,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342427
虎牙_警匪,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352886
虎牙_罪犯,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352962
虎牙_枪战,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059579
虎牙_海盗,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059595
虎牙_赛车,http://111.170.156.74:3344/轮播/huya/hy.php?id=11279247
虎牙_推荐,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602041
虎牙_救援,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059594
虎牙_热血,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352934
虎牙_盗墓,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059552
虎牙_贺岁,http://111.170.156.74:3344/轮播/huya/hy.php?id=11601971
虎牙_玄幻,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342414
虎牙_谍战,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059585
虎牙_战争,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059592
虎牙_喜剧,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352877
虎牙_喜剧,http://111.170.156.74:3344/轮播/huya/hy.php?id=11274154
虎牙_港片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602043
虎牙_国产,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352973
虎牙_小鬼头,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352963
虎牙_八点档,http://111.170.156.74:3344/轮播/huya/hy.php?id=880261
虎牙_蜘蛛侠,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059599
虎牙_贺岁片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11601986
虎牙_功夫片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352941
虎牙_黑帮片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11336719
虎牙_丧尸片,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059578
虎牙_灾难片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602075
虎牙_谍战片,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059587
虎牙_战争片,http://111.170.156.74:3344/轮播/huya/hy.php?id=21059574
虎牙_犯罪片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352974
虎牙_古装片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11336590
虎牙_高分动作,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352884
虎牙_动作电影,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602077
虎牙_搞笑喜剧,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342423
虎牙_喜剧专场,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602044
虎牙_欢笑影院,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352894
虎牙_不挤影院,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352897
虎牙_国产悬疑,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342395
虎牙_快意江湖,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342435
虎牙_黑帮斗争,http://111.170.156.74:3344/轮播/huya/hy.php?id=11342419
虎牙_嫣然影厅,http://111.170.156.74:3344/轮播/huya/hy.php?id=11601977
虎牙_许氏三杰,http://111.170.156.74:3344/轮播/huya/hy.php?id=11602033
虎牙_经典港片,http://111.170.156.74:3344/轮播/huya/hy.php?id=11352965
音乐欣赏,http://111.170.156.74:3344/轮播/douyu/dy.php?id=3186217
篮球人物,http://111.170.156.74:3344/轮播/douyu/dy.php?id=8434598
史君说剧,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9419771
史剧解说,http://111.170.156.74:3344/轮播/douyu/dy.php?id=297689
老秦说剧,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9650131
老蔡解说,http://111.170.156.74:3344/轮播/douyu/dy.php?id=8869614
长片短解,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9410946
宇哥解说,http://111.170.156.74:3344/轮播/douyu/dy.php?id=8651489
夜魔人老王,http://111.170.156.74:3344/轮播/douyu/dy.php?id=610972
老邪说电影,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9222870
洗碗君解说,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9446706
百晓生说剧,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9649681
百晓生解说,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9653063
小司马说剧,http://111.170.156.74:3344/轮播/douyu/dy.php?id=4808115
小司马解说,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9660127
星君说电影,http://111.170.156.74:3344/轮播/douyu/dy.php?id=8014467
刘哔讲电影,http://111.170.156.74:3344/轮播/douyu/dy.php?id=2632223
老王说电影,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9687733
牛叔说电影,http://111.170.156.74:3344/轮播/douyu/dy.php?id=2758565
侃片大师兄,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9338839
虫哥说电影,http://111.170.156.74:3344/轮播/douyu/dy.php?id=8915074
电影迷小雅,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9639225
1900影剧室,http://111.170.156.74:3344/轮播/douyu/dy.php?id=7796193
刘老师说电影,http://111.170.156.74:3344/轮播/douyu/dy.php?id=8317926
来呀官人解说,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9986305
科幻Fans布玛,http://111.170.156.74:3344/轮播/douyu/dy.php?id=3508304
小片片说大片,http://111.170.156.74:3344/轮播/douyu/dy.php?id=4258555
火龙果说电影,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9559158
剧集_泊枫剧场1,http://111.170.156.74:3344/轮播/douyu/dy.php?id=7623292
剧集_香港功夫台,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9548850
剧集_TVB剧场1,http://111.170.156.74:3344/轮播/douyu/dy.php?id=7655471
剧集_TVB剧场2,http://111.170.156.74:3344/轮播/douyu/dy.php?id=4290711
剧集_TVB剧场2,http://111.170.156.74:3344/轮播/douyu/dy.php?id=5522351
剧集_经典港剧1,http://111.170.156.74:3344/轮播/douyu/dy.php?id=4549169
剧集_经典神剧,http://111.170.156.74:3344/轮播/douyu/dy.php?id=3700024
剧集_新白娘子传奇,http://111.170.156.74:3344/轮播/douyu/dy.php?id=431460
剧集_小猪优版剧院,http://111.170.156.74:3344/轮播/douyu/dy.php?id=10297898
剧集_快乐剧场,http://111.170.156.74:3344/轮播/douyu/dy.php?id=6863367
电影_八戒影院,http://111.170.156.74:3344/轮播/douyu/dy.php?id=1979257
电影_冰冰经典,http://111.170.156.74:3344/轮播/douyu/dy.php?id=74374
电影_凌儿影院,http://111.170.156.74:3344/轮播/douyu/dy.php?id=1377142
电影_神乐影剧,http://111.170.156.74:3344/轮播/douyu/dy.php?id=122402
电影_神乐剧场,http://111.170.156.74:3344/轮播/douyu/dy.php?id=85894
电影_不一样的电影,http://111.170.156.74:3344/轮播/douyu/dy.php?id=2632223
电影_邵氏影院,http://111.170.156.74:3344/轮播/douyu/dy.php?id=4246519
电影_港台电影,http://111.170.156.74:3344/轮播/douyu/dy.php?id=3637778
电影_网神影厅,http://111.170.156.74:3344/轮播/douyu/dy.php?id=508118
电影_译制国语,http://111.170.156.74:3344/轮播/douyu/dy.php?id=2436390
电影_林正英,http://111.170.156.74:3344/轮播/douyu/dy.php?id=7356023
电影_周星驰,http://111.170.156.74:3344/轮播/douyu/dy.php?id=1274132
综娱_讲悬疑犯罪,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9171887
综娱_话说大案,http://111.170.156.74:3344/轮播/douyu/dy.php?id=8413092
综娱_老烟斗鬼故事,http://111.170.156.74:3344/轮播/douyu/dy.php?id=2337939
综娱_鬼兄奇谈,http://111.170.156.74:3344/轮播/douyu/dy.php?id=8722254
综娱_贝爷求生,http://111.170.156.74:3344/轮播/douyu/dy.php?id=454867
综娱_荒野建造者,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9611578
综娱_大胡子魏,http://111.170.156.74:3344/轮播/douyu/dy.php?id=8792763
综娱_科学放映室,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9439712
综娱_音悦喵点歌,http://111.170.156.74:3344/轮播/douyu/dy.php?id=3870925
综娱_经典小品,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9067836
综娱_赵本山小品,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9817716
综娱_开心麻花小品,http://111.170.156.74:3344/轮播/douyu/dy.php?id=10153463
综娱_宋小宝小品,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9817729
综娱_许君聪小品,http://111.170.156.74:3344/轮播/douyu/dy.php?id=10419558
综娱_贾玲小品,http://111.170.156.74:3344/轮播/douyu/dy.php?id=10419541
综娱_经典相声，小品,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9273031
综娱_辽宁台相声小品,http://111.170.156.74:3344/轮播/douyu/dy.php?id=9403712

电视剧频道,#genre#

重温经典频道,http://m.061899.xyz/mg/cwjd
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
重温经典,http://zmgd.zyrnet.com:8888/hls/29/index.m3u8
重温经典,https://gdcucc.v1.mk/gdcucc/cwjd.m3u8
重温经典,http://69.197.185.178:82/live/cwjd.m3u8?jsbt=1758783835&jsbk=9f058063326c59951f7f8c89236eeaef
传奇剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_1052_720P_t10/c54_fast_1052_720P_t10.m3u8?d
警匪悬疑,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c58_fast_880_720P_t10/c58_fast_880_720P_t10.m3u8?d
古装剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c55_fast_879_720P_t10/c55_fast_879_720P_t10.m3u8?d
抗战剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_884_720P_t10/c54_fast_884_720P_t10.m3u8?d
欢乐剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c56_fast_951_720P_t10/c56_fast_951_720P_t10.m3u8?d
经典老剧,http://gdctyuncdnct.inter.ptqy.gitv.tv:80/tslive/c55_fast_1051_720P_t10/c55_fast_1051_720P_t10.m3u8?d
乡村剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c59_fast_1050_720P_t10/c59_fast_1050_720P_t10.m3u8?d
武林外传,http://111.170.156.74:3344/轮播/yy/yy.php?id=1355652820
【水浒传】24h,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382702247
靓剑,http://111.170.156.74:3344/轮播/yy/yy.php?id=1356043643
超精彩武打场景,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354936131
【林正英经典】玄幻电影,http://111.170.156.74:3344/轮播/yy/yy.php?id=1462895099
老广的味道-美食之旅,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354932375
湸剑,http://111.170.156.74:3344/轮播/yy/yy.php?id=23206872
纪晓岚,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354143978
每天都等你,http://111.170.156.74:3344/轮播/yy/yy.php?id=1353215589
【狂飙2老默】首播,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354790484
林正英-经典电影,http://111.170.156.74:3344/轮播/yy/yy.php?id=34229877
弹幕天团下饭神剧,http://111.170.156.74:3344/轮播/yy/yy.php?id=23512910
少年包青天,http://111.170.156.74:3344/轮播/yy/yy.php?id=1356043677
纪晓岚,http://111.170.156.74:3344/轮播/yy/yy.php?id=1352227227
神探狄仁杰1,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382851575
丸子,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382851588
地下交通站,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382736795
真实案件系列,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382671124
朵宝陪你看狄仁杰,http://111.170.156.74:3344/轮播/yy/yy.php?id=1353753252
正阳门下,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354931580
小惠_郭德纲相声迷,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382851593
周星驰搞笑在线,http://111.170.156.74:3344/轮播/yy/yy.php?id=1351537467
【新三国】萌儿陪看,http://111.170.156.74:3344/轮播/yy/yy.php?id=29216766
内在美-伊人有约,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382737892
【靓剑】乐乐陪看,http://111.170.156.74:3344/轮播/yy/yy.php?id=1352946111
赵本山《蓝光版》,http://111.170.156.74:3344/轮播/yy/yy.php?id=32160832
神雕侠侣,http://111.170.156.74:3344/轮播/yy/yy.php?id=1351762426
港片喜剧动作,http://111.170.156.74:3344/轮播/yy/yy.php?id=1355480591
济公,http://111.170.156.74:3344/轮播/yy/yy.php?id=1355265814
赵本山《超清版》,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382683959
8090年的热血与回忆,http://111.170.156.74:3344/轮播/yy/yy.php?id=1356243352
超喜剧地下交通站男神贾贵,http://111.170.156.74:3344/轮播/yy/yy.php?id=1353428972
妖神记-全集,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382735551
隋唐英雄传,http://111.170.156.74:3344/轮播/yy/yy.php?id=1352475619
古惑仔,http://111.170.156.74:3344/轮播/yy/yy.php?id=1458015189
雯子：港剧,http://111.170.156.74:3344/轮播/yy/yy.php?id=1456829119
经典鬼片3000部,http://111.170.156.74:3344/轮播/yy/yy.php?id=29460894
林正英经典,http://111.170.156.74:3344/轮播/yy/yy.php?id=1351505899
雍正王朝,http://111.170.156.74:3344/轮播/yy/yy.php?id=1356043620
燕双鹰,http://111.170.156.74:3344/轮播/yy/yy.php?id=1352227153
【鹿鼎记】金庸经典,http://111.170.156.74:3344/轮播/yy/yy.php?id=28265277
李连杰功夫经典武侠,http://111.170.156.74:3344/轮播/yy/yy.php?id=74613175
经典抗战剧,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354555195
《武林外传》武侠,http://111.170.156.74:3344/轮播/yy/yy.php?id=1394000563
水浒传,http://111.170.156.74:3344/轮播/yy/yy.php?id=1353873252
《仙侠》开局无敌了,http://111.170.156.74:3344/轮播/yy/yy.php?id=29600150
康熙微服私访记,http://111.170.156.74:3344/轮播/yy/yy.php?id=1352811698
进来陪你看动漫,http://111.170.156.74:3344/轮播/yy/yy.php?id=1352866135
狄仁杰,http://111.170.156.74:3344/轮播/yy/yy.php?id=1351755386
动漫,http://111.170.156.74:3344/轮播/yy/yy.php?id=26664495
勇敢的心~24经典好剧,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354744544
神医喜来乐,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382714119
热度榜1.包青天,http://111.170.156.74:3344/轮播/yy/yy.php?id=22701868
83射雕英雄传,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354210357
薛仁贵传奇,http://111.170.156.74:3344/轮播/yy/yy.php?id=1355260662
大家车言论,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382570702
好先生,http://111.170.156.74:3344/轮播/yy/yy.php?id=79382500
鹿鼎记-高清全集,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382704650
宰相刘罗锅,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382745191
�逋鞠盗�-国产喜剧,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382736856
张国荣与周润发的兄弟情,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354930961
夏洛特烦恼-国内电影-喜剧,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354936201
情满四合院-高分电视剧,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382735541
寻秦记-穿越剧经典,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382749900
西游记后传,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382736846
【周星驰】搞笑电影,http://111.170.156.74:3344/轮播/yy/yy.php?id=38670875
鹿鼎记-周星驰版,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354658049
每天都要快乐哦！,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354930909
疯狂动漫正在直播,http://111.170.156.74:3344/轮播/yy/yy.php?id=1353937086
时光的海,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382851579
少年包青天第三部,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382736814
风筝,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382828770
智取威虎山,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382736843
少年包青天,http://111.170.156.74:3344/轮播/yy/yy.php?id=1414846486
七色小彩虹,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382851601
二号交通站,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382735582
小美美正在直播,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354143966
【鸡毛飞上天】,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354806550
林正英全集,http://111.170.156.74:3344/轮播/yy/yy.php?id=1353685311
赌神港片喜剧,http://111.170.156.74:3344/轮播/yy/yy.php?id=1355112116
天龙神雕经典回忆,http://111.170.156.74:3344/轮播/yy/yy.php?id=68260522
天龙八部,http://111.170.156.74:3344/轮播/yy/yy.php?id=1351814644
24h七星鲁王宫,http://111.170.156.74:3344/轮播/yy/yy.php?id=1355171357
小太阳正在直播,http://111.170.156.74:3344/轮播/yy/yy.php?id=29067083
【经典港片】佟瑶,http://111.170.156.74:3344/轮播/yy/yy.php?id=23531261
迷糊不迷糊正在直播,http://111.170.156.74:3344/轮播/yy/yy.php?id=1461931969
燕双鹰,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354143942
倚天屠龙记,http://111.170.156.74:3344/轮播/yy/yy.php?id=33300793
进来陪你看电视,http://111.170.156.74:3344/轮播/yy/yy.php?id=1353518742
天龙神雕金庸,http://111.170.156.74:3344/轮播/yy/yy.php?id=1356043609
甜心正在直播,http://111.170.156.74:3344/轮播/yy/yy.php?id=1454732419
精彩动漫,http://111.170.156.74:3344/轮播/yy/yy.php?id=1420843376
【武林客栈】,http://111.170.156.74:3344/轮播/yy/yy.php?id=1382773728
咸鱼动漫,http://111.170.156.74:3344/轮播/yy/yy.php?id=1354076248
